persnum1,tcinpsty
1753,001600
1753,003200
1753,001100
1754,002800
1754,001400
1754,001400
1754,001500
1755,001300
1755,005800
1755,004500
1755,010200
1755,003500
1755,002600
1755,002700
1757,003800
1757,004500
1760,007800
1763,001000
1763,001600
1763,001800
1763,001900
1764,004800
1764,004800
1765,003500
1767,002400
1767,007700
1767,003000
1773,006000
1773,002100
1776,003100
1776,001900
1776,005600
1777,002700
1777,002100
1777,001100
1777,001600
1777,001200
1777,000700
1777,005900
1777,005700
1777,001500
1777,003300
1777,002200
1777,002700
1777,003000
1778,001200
1778,002900
1778,003100
1780,006000
1780,006400
1781,002700
1781,007600
1781,002400
1781,003700
1782,008300
1782,010300
1783,007900
1783,007400
1783,003900
1783,003900
1786,002500
1786,010500
1786,001400
1789,006900
1790,001000
1790,001400
1790,001500
1790,002800
1790,004200
1790,002000
1790,003300
1793,002400
1793,002700
1795,000600
1795,000800
1795,014500
1795,003400
1795,011300
1795,003600
1800,006200
1800,002900
1800,011800
1801,004000
1801,003000
1801,003000
1801,006800
1803,017300
1803,004500
1803,004100
1803,014300
1803,007600
1807,034200
1807,028500
1808,001600
1808,001100
1808,004000
1808,004900
1810,003200
1810,004600
1810,003600
1810,003800
1810,005900
1810,006400
1811,010700
1811,007200
1811,007400
1811,003800
1814,006100
1814,004100
1814,018500
1816,006500
1818,045500
1822,015400
1822,002200
1822,004400
1822,013600
1822,005000
1822,002800
1822,005700
1822,054100
1822,016600
1822,002900
1823,002800
1823,002200
1825,019300
1827,004100
1827,000700
1827,004400
1827,002700
1827,003600
1827,008800
1829,001800
1829,004100
1829,006300
1834,002300
1836,005000
1836,002000
1836,001700
1836,006000
1836,009300
1837,001700
1837,003900
1839,001300
1839,007300
1839,011800
1839,007300
1839,011800
1840,002400
1841,023300
1841,012600
1841,016600
1845,003700
1845,005200
1845,006100
1845,004800
1846,002500
1847,005000
1851,001800
1851,003300
1851,002900
1851,002900
1852,003100
1852,008000
1854,013900
1854,006500
1854,039000
1856,007000
1856,011300
1856,010000
1856,006300
1856,010800
1857,007000
1860,005300
1860,025000
1864,011600
1864,003100
1864,002800
1864,002400
1865,005100
1866,000500
1866,003200
1868,018900
1869,001300
1869,032200
1869,010800
1870,003800
1872,005800
1873,005600
1874,001800
1874,002400
1874,002700
1874,004600
1874,005400
1874,004800
1874,003000
1874,004500
1874,007900
1874,005500
1874,005200
1874,007000
1874,004700
1874,005300
1875,003400
1875,002600
1875,005000
1875,003900
1879,002300
1879,005700
1879,005500
1879,015400
1879,007700
1880,002000
1880,001600
1880,002000
1880,001900
1880,000900
1880,002000
1880,002500
1880,002400
1880,003300
1880,002400
1880,003300
1880,002300
1880,004500
1880,002600
1880,006800
1881,010100
1881,003600
1881,003100
1881,002400
1881,003700
1881,002900
1881,023500
1882,002800
1882,006800
1883,005400
1883,007600
1883,004400
1885,002900
1885,006400
1885,006700
1885,009200
1886,003700
1886,003700
1886,001900
1886,004300
1886,003700
1886,010400
1886,005100
1891,005200
1891,008600
1891,006300
1892,003900
1895,002300
1895,003200
1895,004600
1896,001300
1896,004300
1896,002000
1896,009900
1896,002700
1896,011600
1896,011500
1896,007100
1897,002000
1901,015200
1907,004500
1908,000400
1908,002100
1908,006900
1908,004000
1909,002200
1909,008500
1909,010400
1910,003500
1910,012300
1911,002600
1911,005300
1912,002600
1914,002600
1914,008100
1914,002800
1914,012500
1914,003300
1914,006000
1915,002100
1916,009800
1916,015200
1917,000800
1919,001900
1920,002300
1920,014900
1921,045800
1921,016000
1921,007600
1921,008000
1921,003000
1924,005000
1924,006500
1925,003800
1925,012900
1926,002200
1928,010900
1931,004000
1931,004600
1935,004100
1937,009600
1937,004400
1938,003800
1938,003200
1938,001500
1938,002300
1938,001900
1939,004800
1940,003400
1940,003500
1941,005200
1941,011200
1941,007000
1941,009900
1941,013300
1941,050800
1942,001100
1942,004800
1942,003800
1942,001000
1943,001500
1946,003800
1946,005000
1948,003000
1948,010900
1949,002300
1949,002900
1949,002000
1949,001700
1949,008900
1949,003000
1949,004200
1949,003300
1949,012500
1949,004600
1949,012100
1949,002200
1949,010300
1949,003700
1949,025400
1949,003800
1950,001600
1952,001400
1952,005500
1952,108200
1952,011000
1954,015000
1954,002900
1954,004000
1954,025500
1954,003200
1955,011900
1955,022100
1956,001700
1956,005600
1956,003400
1956,011400
1957,012200
1957,033700
1957,005300
1957,005100
1957,016200
1957,019100
1957,060200
1958,004800
1958,004200
1958,009900
1962,002300
1962,003300
1963,003300
1963,002100
1963,006200
1963,004600
1968,001600
1968,001800
1968,004900
1968,001300
1968,001900
1968,004800
1968,004000
1968,002200
1968,002200
1968,008800
1970,002700
1970,002700
1970,004500
1972,001500
1972,001200
1972,000900
1972,001400
1972,003900
1973,003900
1973,002500
1973,001800
1973,005500
1973,005800
1977,009200
1980,001900
1980,006400
1980,006400
1981,007300
1981,019000
1981,009100
1981,005000
1981,009800
1981,009600
1982,001500
1982,012200
1983,010800
1983,013900
1985,000500
1985,001800
1985,003500
1985,007000
1986,000900
1986,001200
1987,028600
1987,014800
1987,014800
1987,006500
1988,003600
1991,007800
1991,006400
1991,006200
1991,008900
1992,008900
1992,003200
1992,018000
1994,001800
1994,012200
1994,008300
1994,005500
1994,017000
1994,017100
1995,003300
1995,011000
1995,019100
1995,002900
1995,002300
1995,000700
1995,004000
1995,007900
1995,002500
1995,006500
1996,002600
1996,000900
1998,003200
1998,003400
1998,023200
1998,012000
1999,002100
1999,005000
2000,000900
2001,003500
2001,001300
2001,005700
2001,001800
2001,002100
2003,011500
2003,008900
2004,001300
2004,003000
2004,018800
2005,000900
2005,008300
2006,011700
2008,001100
2008,001300
2008,003300
2008,003100
2008,006000
2009,002900
2009,003000
2011,003000
2011,001700
2011,002800
2011,005200
2011,002500
2011,001400
2017,002100
2018,001800
2018,004200
2019,002800
2021,002800
2021,005000
2021,002100
2021,002000
2022,003900
2022,002200
2022,002700
2023,002600
2023,003200
2024,003300
2026,001700
2026,001200
2028,001700
2028,002400
2028,002900
2028,004000
2028,003600
2028,002700
2030,002500
2030,004500
2034,002300
2035,003600
2035,004900
2035,003700
2037,001400
2037,011600
2038,009200
2040,003900
2040,021300
2040,004700
2042,004100
2042,001900
2043,005000
2043,002400
2044,001400
2046,004600
2046,002000
2049,003700
2049,020600
2049,038300
2051,006100
2052,003900
2053,002800
2054,002000
2054,006400
2054,006300
2054,003300
2055,008400
2057,009200
2057,005900
2058,002200
2058,002500
2058,017100
2058,001200
2058,011400
2058,015100
2059,002900
2059,002400
2059,003300
2059,001300
2059,001800
2059,005800
2060,010600
2062,002800
2062,003900
2062,012100
2063,021400
2063,011700
2063,005400
2063,004200
2063,013700
2063,006800
2063,004700
2064,002900
2065,009500
2065,009500
2066,000600
2067,000900
2067,002300
2067,002600
2067,000500
2067,001100
2067,001700
2067,002800
2067,000400
2067,002600
2067,016400
2067,002700
2067,002700
2067,004100
2067,002800
2067,008900
2067,003800
2067,002100
2067,003500
2067,005600
2067,003900
2067,013500
2067,003100
2067,005300
2067,006500
2068,003500
2068,004100
2069,005400
2069,003900
2069,005400
2070,003300
2070,003300
2070,003300
2071,003900
2071,006100
2072,007800
2072,006800
2072,003000
2072,023300
2072,013100
2072,003600
2072,005000
2072,009700
2075,006700
2075,004800
2075,004000
2075,007500
2078,007500
2078,003600
2079,002400
2079,003600
2079,001900
2079,002300
2079,006600
2079,006400
2079,001800
2079,001500
2079,006100
2080,003200
2080,003600
2080,003400
2080,004600
2083,005600
2084,001400
2086,008200
2087,002600
2091,004400
2091,016300
2091,000700
2091,002200
2091,017200
2093,005600
2093,001300
2093,003000
2094,000500
2096,005100
2096,001800
2096,006700
2096,002800
2096,010300
2097,000900
2097,002400
2097,002900
2101,004100
2101,003300
2101,001300
2101,003100
2101,002200
2101,001000
2101,003100
2101,002200
2101,001000
2104,001600
2106,020400
2109,002800
2109,006300
2109,004600
2110,001400
2110,009600
2110,007500
2111,001900
2111,007000
2111,010700
2112,003900
2112,002200
2113,002200
2113,010500
2113,009300
2113,003200
2113,003200
2113,005300
2116,003600
2116,010200
2116,004100
2116,001400
2116,007500
2116,003200
2118,002400
2118,007500
2118,003900
2119,005000
2119,011700
2120,001400
2120,002100
2120,000800
2120,001300
2120,002500
2120,001400
2120,002800
2120,003400
2120,005800
2124,001800
2124,002300
2124,005300
2125,002200
2125,002900
2127,003100
2128,001700
2128,003300
2128,001700
2128,003300
2128,001500
2128,013200
2128,002800
2130,002500
2130,004200
2130,004600
2130,002400
2132,001900
2132,004200
2132,001500
2132,004600
2133,011000
2133,008100
2133,004000
2133,014400
2133,017600
2134,002100
2134,011000
2136,001100
2136,017400
2136,008200
2137,003500
2137,006100
2137,002000
2137,009900
2137,009500
2138,000200
2138,002300
2138,003200
2138,003100
2139,001600
2139,004300
2139,002300
2139,000200
2139,003200
2143,005000
2143,003100
2143,007600
2143,003200
2143,018700
2145,002400
2145,003300
2146,003800
2146,001300
2147,000600
2147,001900
2147,002600
2147,008000
2147,009700
2147,004100
2148,017600
2148,029200
2151,006400
2156,002700
2156,000500
2159,002400
2159,001400
2159,002500
2159,003800
2159,002900
2159,002300
2159,006000
2159,012900
2159,008700
2162,006100
2162,001200
2162,006100
2162,001200
2163,006700
2164,005200
2165,001000
2165,000200
2165,001400
2165,001700
2166,008500
2166,004900
2166,002600
2166,009700
2166,007600
2168,001600
2168,001700
2168,009800
2168,011800
2171,000900
2171,002100
2171,000800
2171,001700
2171,008300
2173,007600
2173,002800
2173,004100
2173,005800
2174,002400
2174,021300
2174,024500
2176,007800
2176,003700
2178,003000
2178,001700
2178,005700
2178,031300
2181,009700
2182,001400
2182,006400
2184,002800
2184,002600
2184,001400
2184,004200
2184,002800
2184,002600
2184,001400
2184,004200
2185,003600
2186,001900
2186,008600
2188,009200
2188,001500
2188,003900
2188,025400
2188,001500
2188,003900
2188,025400
2190,001800
2192,002100
2192,002700
2192,012400
2192,006300
2193,004500
2193,005600
2193,003900
2193,004300
2193,007300
2193,005500
2193,002500
2193,006700
2193,000800
2193,000900
2193,000800
2193,002400
2193,003000
2193,002100
2193,001700
2193,000900
2193,003400
2193,001700
2193, 
2193,003000
2193,009700
2193,003500
2193,002900
2194,002300
2194,002700
2194,005200
2194,001500
2194,002800
2194,005200
2194,004200
2194,002500
2194,002500
2194,004900
2194,004200
2194,002900
2194,002300
2194,002700
2194,004100
2194,002600
2194,002500
2194,003000
2194,010100
2194,010500
2195,002800
2195,002900
2195,003400
2195,009300
2195,006200
2195,003400
2195,011200
2195,003500
2196,009500
2196,007900
2196,021300
2197,012900
2197,001400
2197,004400
2197,000800
2197,002000
2197,004600
2197,004200
2197,006800
2197,007500
2197,003400
2197,013400
2197,002400
2197,008700
2198,002100
2198,003800
2199,005300
2199,001400
2199,003300
2199,004900
2199,005900
2201,001000
2201,004200
2201,012500
2202,042200
2202,004500
2202,007300
2202,003200
2202,028700
2210,025700
2210,040200
2215,008000
2215,008100
2215,008000
2215,011600
2215,008900
2222,019000
2222,004900
2222,004500
2223,005100
2223,013200
2228,015200
2228,007500
2228,006200
2228,006200
2228,035500
2228,008100
2228,046300
2231,001800
2231,003100
2231,002900
2231,012400
2231,010900
2232, 
2232,003000
2232,013000
2232,025400
2232,013500
2234,006600
2234,015600
2234,010600
2237,011600
2238,003900
2243,016100
2244,003700
2246,030200
2246,025700
2248,005400
2249,000700
2249,000600
2249,001900
2249,013600
2252,111100
2252,007300
2252,016900
2252,004400
2252,003300
2252,003300
2252,003100
2252,040300
2254,002600
2254,002600
2254,006400
2255,010400
2255,008300
2256,003400
2257,001100
2257,001600
2257,014400
2257,002700
2257,002900
2257,051100
2257,012600
2257,002400
2258,002500
2258,016700
2260,007500
2260,034100
2261,010200
2261,004500
2262,059500
2262,010500
2262,012100
2263,004500
2263,004500
2264,002100
2265,004300
2265,009600
2265,007300
2265,002100
2265,007100
2267,006100
2267,005200
2267,007200
2267,002100
2267,004300
2267,001800
2267,009000
2268,036600
2269,006600
2271,006600
2271,002000
2274,002000
2274,008400
2275,002200
2275,004500
2278,010900
2279,001600
2279,001800
2279,005200
2279,003600
2279,003200
2279,009100
2279,002200
2279,016700
2280,004400
2280,012300
2280,003300
2280,026900
2281,004500
2283,005700
2285,002300
2285,006400
2293,002100
2293,003200
2293,003200
2293,003500
2295,001700
2296,003000
2296,004000
2296,002600
2296,005900
2296,005500
2296,014300
2298,004800
2298,005300
2299,001100
2299,021700
2299,010900
2299,038100
2299,008800
2299,037100
2299,009900
2300,008900
2302,028500
2303,011700
2303,024200
2304,002000
2304,007300
2306,009600
2309,004700
2309,003200
2309,003300
2309,010200
2309,010200
2310,019900
2310,032300
2311,003600
2311,005800
2311,026500
2312,014300
2314,004400
2314,007000
2314,003400
2314,002000
2314,010100
2315,004600
2315,004300
2315,002600
2315,007400
2315,008100
2315,002900
2316,002200
2316,003100
2316,014600
2316,009100
2317,002400
2317,019600
2317,010500
2317,008700
2318,012900
2318,008700
2318,011000
2320,005500
2320,012400
2323,011700
2323,002000
2324,005600
2324,005600
2325,002200
2325,003100
2325,001200
2325,008200
2325,030900
2326,003300
2326,003800
2327,007600
2327,012800
2328,006000
2328,002200
2328,003700
2328,015700
2328,005200
2331,002500
2331,012900
2331,010700
2331,004500
2331,004800
2331,007200
2331,011500
2332,006300
2332,011300
2332,003100
2332,005200
2334,002700
2334,004900
2334,004300
2334,002200
2335,007400
2335,011500
2337,002000
2340,001000
2343,000800
2343,001200
2343,004300
2343,001500
2344,015500
2344,013900
2344,005000
2344,024500
2344,003800
2344,004000
2344,005900
2345,009300
2346,006500
2347,005500
2349,001200
2349,002300
2349,001900
2349,009200
2349,003600
2350,013800
2350,003500
2350,013400
2350,002800
2352,001200
2352,001400
2352,001300
2352,001900
2352,001500
2353,001500
2353,008000
2356,005400
2356,004900
2358,000800
2358,005500
2358,002800
2359,001200
2359,001500
2359,001300
2360,002800
2360,003500
2360,002000
2363,011300
2363,015900
2365,001000
2365,005300
2365,012000
2365,003900
2369,007800
2370,044100
2370,004300
2370,019200
2373,009900
2375,001700
2376,005100
2376,003200
2376,003400
2377,001300
2377,003900
2377,001800
2377,004900
2377,002800
2377,002100
2377,002100
2377,002200
2377,002200
2377,004100
2377,004100
2378,001400
2378,001600
2379,001100
2379,001100
2379,001600
2379,003100
2379,002400
2379,001700
2380,003200
2381,001600
2381,008200
2381,001400
2381,001400
2381,001300
2385,003200
2385,000500
2385,001900
2385,002100
2386,006100
2386,001100
2386,002400
2386,005200
2387,000600
2387,002200
2387,003900
2387,008300
2388,004000
2388,001900
2388,001200
2388,002800
2388,002500
2390,004400
2390,007000
2390,004700
2392,001500
2393,001600
2393,000700
2395,021800
2396,000900
2399,000800
2403,001900
2403,005200
2403,006700
2403,005100
2403,008100
2403,003400
2404,007400
2404,001400
2404,001100
2405,001200
2405,004000
2405,001700
2406,000600
2407,002200
2407,008900
2407,015100
2407,003300
2409,004800
2410,000500
2410,012600
2410,014000
2411,000500
2411,002200
2411,002400
2411,000300
2415,002500
2415,001700
2415,001600
2415,002500
2416,000700
2416,008400
2416,007900
2416,005100
2419,002100
2420,002000
2420,002700
2420,003800
2420,101700
2421,006500
2421,004600
2423,027900
2424,012900
2426,001500
2426,006700
2427,001300
2427,003100
2427,002900
2427,007200
2429,003100
2429,002800
2431,001200
2431,010000
2435,001300
2435,000900
2436,005500
2436,014100
2436,002400
2436,004500
2436,016900
2437,010400
2437,006100
2437,006700
2438,010900
2438,006700
2439,004800
2439,004200
2439,009100
2439,006200
2439,002300
2439,004600
2439,005000
2440,011100
2440,008400
2440,007900
2442,002900
2442,003200
2443,002600
2443,002600
2443,004600
2443,004600
2443,009000
2443,001800
2444,002000
2444,007600
2444,006600
2444,001700
2444,002100
2445,005300
2445,000800
2445,004200
2445,002800
2445,015100
2445,003900
2447,002900
2449,002700
2450,012800
2450,002200
2452,002200
2452,013200
2453,000800
2454,003300
2454,008600
2454,002700
2454,003900
2457,007500
2457,007200
2458,001300
2458,001200
2458,002700
2458,008600
2458,006400
2460,001900
2460,001100
2461,000700
2461,001700
2461,001200
2461,001100
2461,001600
2462,003700
2462,001100
2462,000800
2462,002900
2462,001700
2462,005200
2462,001700
2462,004000
2462,013000
2462,001600
2463,001800
2463,005300
2463,012200
2464,001900
2464,003700
2466,001700
2466,001700
2466,002800
2466,000600
2466,003100
2466,013700
2466,003400
2470,002600
2472,054200
2476,011200
2476,003800
2478,002800
2478,005300
2478,005100
2478,002000
2479,001400
2479,001400
2481,001500
2482,002400
2482,017200
2482,016500
2483,019700
2485,008700
2485,000200
2485,010700
2485,001200
2485,009400
2485,013300
2486,004200
2486,004500
2490,030000
2492,022700
2492,022700
2493,002000
2493,001200
2493,000700
2493,001500
2493,003100
2493,071900
2493,041400
2494,006500
2496,002900
2496,004800
2496,001500
2496,003500
2496,000900
2496,013300
2496,003600
2497,005400
2497,006100
2497,009800
2498,003800
2499,001000
2499,001900
2499,002800
2499,003800
2499,013600
2499,010400
2499,011400
2499,006400
2499,001700
2499,004700
2501,008000
2501,004700
2501,003500
2504,015000
2504,014700
2504,019800
2506,006000
2508,004400
2508,004400
2509,012900
2509,003700
2513,006400
2513,001400
2513,002000
2518,013200
2519,005800
2520,001600
2520,007300
2520,010800
2520,003500
2520,007900
2521,009100
2521,001000
2521,013700
2524,004000
2524,011500
2526,011200
2526,005100
2526,007400
2526,028300
2526,009900
2526,015000
2527,007800
2527,004600
2527,009200
2528,008900
2528,024300
2537,004600
2537,010000
2537,010000
2537,008300
2537,009500
2538,014800
2538,001100
2538,008800
2538,016100
2538,023700
2538,003900
2538,007400
2538,037400
2539,002200
2539,027600
2539,011800
2541,010400
2541,017200
2542,007000
2543,006500
2543,003000
2543,004200
2543,014000
2543,006400
2543,004300
2543,020900
2543,014900
2543,008000
2543,007100
2543,038800
2543,020000
2543,033400
2543,019300
2543,012200
2543,015000
2543,028300
2544,002000
2544,008300
2544,002900
2544,004900
2544,009500
2544,081700
2544,065700
2544,042300
2545,002300
2545,011700
2545,003200
2545,008700
2545,005800
2547,007200
2547,009000
2547,015600
2547,008600
2547,040100
2548,004600
2548,001400
2548,007400
2549,003300
2549,010300
2549,003900
2551,003900
2551,052200
2553,019300
2554,007800
2554,010200
2558,025200
2558,025200
2561,002300
2561,002500
2564,001900
2564,032600
2565,003900
2566,005200
2567,003900
2568,002500
2568,011800
2568,006900
2568,018300
2571,006500
2571,013700
2572,045300
2572,007700
2572,009400
2573,003200
2574,002500
2574,014300
2575,002200
2575,002600
2576,001500
2578,014700
2580,003500
2580,002600
2580,008200
2580,002900
2582,007700
2582,002900
2582,011400
2582,011500
2582,031200
2582,002700
2582,003600
2582,012500
2582,015600
2582,017700
2582,012700
2583,003700
2585,012100
2585,008700
2585,003100
2585,002900
2585,015100
2585,004300
2587,001900
2587,003800
2589,014200
2590,006100
2590,003300
2590,031300
2590,005600
2590,004600
2595,002800
2595,003700
2595,021500
2595,010900
2596,007100
2600,011200
2600,011200
2600,000700
2600,002700
2600,002700
2600,018100
2602,004700
2602,003500
2602,002200
2604,008300
2605,002100
2605,003900
2606,003200
2606,003600
2606,018600
2606,002900
2606,004000
2606,005600
2609,027200
2609,007000
2610,001800
2611,005700
2611,003000
2612,001200
2614,002300
2614,001900
2614,003000
2615,004400
2615,004400
2615,026600
2616,005400
2617,004900
2617,010000
2618,002300
2618,003500
2618,001000
2618,001000
2618,001400
2618,001400
2619,006100
2619,005600
2619,004700
2620,001700
2620,007500
2620,001900
2621,002300
2621,009100
2621,003500
2622,003700
2622,003900
2622,009400
2623,001000
2623,011600
2623,002300
2623,011600
2623,002300
2624,002100
2626,004000
2630,001600
2631,001400
2631,002700
2631,001300
2631,005000
2631,005000
2631,002600
2632,002500
2633,002800
2633,002900
2633,003000
2633,002900
2634,007700
2634,004700
2635,006400
2635,000900
2635,001200
2635,002100
2636,002300
2636,003000
2636,001000
2636,006900
2636,000900
2636,004900
2636,012300
2636,001300
2637,005100
2637,002300
2637,003400
2637,003400
2639,011900
2639,001300
2639,001300
2639,001700
2639,001400
2639,001000
2639,001500
2639,001700
2639,001100
2639,001200
2639,001600
2640,001400
2640,005600
2641,002500
2641,072800
2641,072800
2642,009700
2642,001800
2642,001800
2642,002700
2642,002800
2642,002200
2642,009000
2642,002600
2644,001200
2647,019900
2648,001600
2648,018600
2648,004700
2648,008800
2648,003800
2651,002500
2651,004700
2651,002000
2651,011800
2651,005500
2651,014300
2651,017000
2651,008000
2652,007400
2653,010000
2653,007500
2655,002500
2655,005300
2655,003600
2656,002900
2656,000900
2657,022300
2657,001200
2658,002100
2658,013900
2659,001200
2659,002900
2660,000300
2660,002800
2660,004300
2660,001000
2660,033100
2660,004000
2660,001000
2662,013200
2665,001800
2665,004100
2666,009100
2666,008200
2666,024300
2666,018300
2666,002200
2666,003000
2666,003600
2666,002500
2669,003200
2669,001400
2671,002700
2671,005000
2671,045500
2673,002800
2673,003700
2673,004300
2673,003300
2674,003400
2675,006400
2676,002800
2676,004600
2676,002200
2676,001900
2676,000600
2676,004100
2676,001600
2676,006100
2676,031200
2678,007200
2678,003400
2679,006000
2679,013600
2679,002600
2679,003100
2679,008800
2679,010500
2679,007700
2679,025400
2679,011300
2679,008900
2679,005900
2679,008300
2680,001800
2682,013500
2682,013300
2682,003300
2682,009500
2682,009200
2682,009400
2682,004100
2684,002600
2687,002400
2687,001600
2687,068900
2688,002600
2688,005300
2688,004400
2689,000700
2689,001900
2689,005800
2691,002100
2691,016000
2691,001000
2691,002500
2691,001100
2695,015800
2695,023100
2696,004300
2698,003200
2699,010000
2699,008300
2700,001200
2700,008500
2701,005700
2701,070600
2702,002200
2702,001900
2702,001600
2702,001500
2702,016700
2703,003200
2704,001600
2705,001600
2706,006900
2707,001500
2707,001700
2707,002900
2707,002100
2707,032900
2707,004800
2708,001600
2708,003000
2708,005300
2708,009100
2708,005900
2708,004400
2708,008900
2708,018200
2708,004200
2708,007600
2708,005400
2715,002600
2716,002000
2716,004300
2716,013100
2717,002500
2717,003200
2720,002500
2720,001700
2720,001900
2721,003000
2721,007500
2721,016900
2723,000900
2723,002500
2723,003800
2724,011300
2725,001500
2728,009800
2728,004100
2729,007200
2730,010200
2730,004500
2730,005600
2730,008800
2732,003300
2732,001800
2732,000900
2732,028800
2732,004200
2733,004000
2733,001900
2733,005000
2733,009600
2735,003300
2735,003400
2735,003600
2735,012900
2735,001000
2736,001300
2737,001700
2737,007600
2737,001400
2737,001700
2737,004200
2738,001400
2739,001500
2739,002300
2739,001500
2739,002700
2739,006400
2739,004900
2742,001100
2742,004400
2742,003300
2742,005500
2743,004900
2743,007800
2745,003000
2745,002600
2745,001500
2745,002900
2745,002400
2749,008200
2750,030800
2750,005400
2750,003700
2752,001200
2752,006400
2752,010400
2752,008900
2752,007500
2753,003100
2753,003100
2753,004500
2755,007600
2756,008700
2759,001300
2762,005500
2764,008700
2764,003400
2764,008600
2764,002400
2764,004300
2764,004500
2765,004800
2765,019600
2765,002000
2767,002000
2767,001100
2767,011600
2767,004300
2768,005300
2769,005300
2769,002100
2769,000300
2769,002600
2769,002700
2769,002700
2769,000400
2770,001900
2770,008500
2770,004000
2772,002900
2772,008400
2772,005100
2772,009400
2775,011100
2775,005200
2775,004100
2777,006800
2777,002200
2777,001500
2777,005200
2777,004300
2777,003400
2781,001900
2782,001900
2782,001400
2783,000900
2783,002500
2784,019100
2785,003600
2785,003700
2785,006100
2785,003800
2785,005500
2785,002800
2785,005100
2785,007900
2786,004700
2786,002800
2786,002900
2786,006000
2786,011600
2788,004500
2788,001000
2788,003700
2788,003100
2788,013400
2788,003300
2788,003900
2788,002900
2788,004400
2788,001400
2790,001200
2790,003100
2794,001600
2794,003400
2794,011200
2794,011200
2796,001800
2796,002600
2796,006300
2796,012400
2797,002500
2797,006800
2797,008200
2798,001900
2802,002900
2802,004000
2802,002400
2803,007700
2803,001800
2803,005000
2803,004000
2804,019700
2807,001700
2807,008800
2808,001000
2808,000400
2808,007200
2808,001100
2808,007200
2808,001100
2809,000700
2809,002000
2811,003200
2811,001600
2813,003000
2813,001600
2815,019000
2815,003200
2815,004300
2815,002200
2816,007500
2816,007400
2816,001200
2818,000300
2818,000900
2818,001700
2818,001700
2819,003100
2819,002000
2819,043000
2819,007700
2819,005600
2819,007000
2819,003600
2819,046700
2820,009700
2820,009700
2820,017500
2822,012200
2826,001800
2826,001500
2828,003300
2828,006100
2828,004100
2828,011200
2829,043600
2829,108000
2829,012500
2836,000900
2839,002700
2839,001300
2840,003900
2840,007800
2843,002100
2843,002600
2843,005600
2844,021600
2845,034700
2845,005100
2845,003400
2846,004000
2848,005700
2848,003900
2848,002600
2848,002700
2848,006700
2848,004600
2849,008500
2849,006200
2849,005600
2850,002100
2850,002100
2850,007400
2850,033700
2850,004700
2850,016600
2851,023900
2852,008600
2852,002700
2852,001000
2854,002100
2854,006100
2854,001100
2854,000600
2856,006900
2857,004100
2857,002800
2857,004500
2857,006900
2857,007400
2857,005200
2857,005100
2857,035700
2858,005300
2858,013900
2858,001700
2858,002300
2858,002000
2858,007500
2858,003400
2858,001600
2858,001800
2858,003100
2858,003900
2859,001700
2859,007500
2861,033900
2861,004100
2861,012000
2863,002000
2868,001000
2868,004000
2868,004400
2868,003600
2868,001400
2868,003600
2869,006400
2869,005600
2870,002200
2870,002200
2871,043700
2873,004000
2873,000800
2873,011400
2873,001800
2873,003600
2874,000800
2874,017200
2874,003800
2874,007000
2874,003200
2874,007700
2874,002700
2875,003400
2875,009900
2875,003200
2875,005700
2876,010300
2876,003100
2876,019400
2876,003100
2876,004200
2876,005700
2876,018500
2876,023800
2878,072400
2879,002600
2879,003500
2879,005700
2879,007700
2880,004300
2880,001900
2880,001900
2880,001900
2880,001900
2880,015200
2880,001900
2880,003800
2880,002600
2880,003800
2880,001900
2880,007000
2880,005000
2880,007800
2880,003000
2880,004600
2880,005700
2880,005900
2881,002300
2881,007800
2884,005900
2884,004500
2884,004800
2885,007500
2885,012300
2885,008700
2885,011900
2885,006300
2885,003400
2885,007300
2885,006700
2886,002400
2887,003100
2887,009500
2889,006100
2890,001300
2891,150300
2892,016900
2892,028000
2892,010300
2893,003100
2893,042000
2894,002400
2896,008200
2896,008500
2896,001900
2897,012300
2897,020200
2897,004800
2899,002300
2899,004800
2899,009500
2899,016500
2899,002200
2899,005900
2899,011500
2899,017700
2899,004000
2899,012800
2899,004700
2900,002700
2900,003200
2900,001700
2900,006700
2901,001600
2902,002000
2902,001300
2902,003800
2902,006400
2902,017500
2903,004100
2903,006400
2903,007100
2903,001200
2903,009400
2903,003200
2903,003300
2903,011500
2903,002200
2904,004100
2904,003800
2904,003400
2906,001500
2906,002900
2906,015700
2906,002100
2906,033500
2906,005000
2907,002000
2908,003100
2908,004500
2909,000800
2913,004800
2913,012900
2913,001900
2914,002300
2915,000700
2915,004600
2917,006700
2917,010900
2917,008200
2918,002500
2918,005300
2918,003000
2918,002400
2918,004300
2918,009200
2918,009200
2919,002900
2920,007800
2920,006700
2921,001400
2921,001700
2923,007200
2925,004500
2925,001900
2925,005900
2925,005200
2925,004100
2925,002900
2927,017000
2927,001400
2927,000300
2928,001100
2928,002000
2928,011800
2932,017400
2933,001700
2934,002500
2934,002400
2934,004700
2934,002200
2934,002000
2935,017700
2937,002800
2937,008000
2937,004600
2939,010100
2939,007500
2939,001800
2941,003100
2941,001300
2941,003400
2941,003400
2942,007500
2942,002600
2943,003900
2944,001200
2945,002300
2945,018000
2945,002300
2945,011400
2945,012000
2945,008700
2945,004300
2945,002500
2945,011500
2946,006000
2946,006200
2946,000900
2946,000600
2946,003500
2947,001400
2947,002500
2949,005400
2949,003600
2949,002700
2949,004500
2953,003500
2953,004000
2954,001200
2954,005300
2954,026500
